tasks,method,journal,label,field,field2,rjournal,ryear,rdoi,jid,type,year,wos_doi,arxiv_id,lag
['Sentiment Analysis'],[],information & management,0.0,['Computer Science'],['Computer Science'],ArXiv,2020.0,10.3390/electronics9030483,5.0,Article,2022.0,10.1016/j.im.2021.103587,,2.0
['Sentiment Analysis'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2020.0,10.3390/electronics9030483,10.0,Article,2020.0,10.1016/j.ipm.2020.102346,,0.0
"['Active Learning', 'Aspect-Based Sentiment Analysis (ABSA)', 'Sentiment Analysis']",[],aslib journal of information management,1.0,['Computer Science'],['Computer Science'],Proceedings of the ACM/IEEE Joint Conference on Digital Libraries in 2020,2020.0,10.1145/3383583.3398541,48.0,Review,2022.0,10.1108/ajim-06-2021-0172,,2.0
"['Document Summarization', 'Multi-Document Summarization']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,2020.0,10.1145/3397271.3401269,10.0,Article,2021.0,10.1016/j.ipm.2021.102729,,1.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2020.102387,10.0,Article,2022.0,10.1016/j.ipm.2022.102938,,2.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2020.102387,10.0,Article,2022.0,10.1016/j.ipm.2021.102719,,2.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2020.102387,10.0,Article,2022.0,10.1016/j.ipm.2021.102766,,2.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2020.102387,10.0,Article,2021.0,10.1016/j.ipm.2021.102608,,1.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2020.102387,10.0,Article,2022.0,10.1016/j.ipm.2022.103100,,2.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2020.102387,10.0,Article,2022.0,10.1016/j.ipm.2022.103067,,2.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],"Proceedings of the 28th ACM Conference on User Modeling, Adaptation and Personalization",2020.0,10.1145/3340631.3394858,10.0,Article,2021.0,10.1016/j.ipm.2020.102459,,1.0
['Federated Learning'],[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],"Proceedings of the Third ACM International Workshop on Edge Systems, Analytics and Networking",2020.0,10.1145/3378679.3394533,10.0,Review,2022.0,10.1016/j.ipm.2022.103061,,2.0
['Graph Attention'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],2020 International Joint Conference on Neural Networks (IJCNN),2020.0,10.1109/ijcnn48605.2020.9207582,10.0,Article,2021.0,10.1016/j.ipm.2021.102712,,1.0
"['Click-Through Rate Prediction', 'Recommendation Systems']",['Memory Network'],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proceedings of the 29th ACM International Conference on Information & Knowledge Management,2020.0,10.1145/3340531.3412744,10.0,Review,2022.0,10.1016/j.ipm.2021.102853,,2.0
[],[],journal of knowledge management,0.0,,[],Proceedings of the 29th ACM International Conference on Information & Knowledge Management,2020.0,10.1145/3340531.3412880,3.0,Article,2022.0,10.1108/jkm-01-2021-0083,,2.0
[],[],information processing & management,2.0,,[],Proceedings of the 29th ACM International Conference on Information & Knowledge Management,2020.0,10.1145/3340531.3412880,10.0,Article,2021.0,10.1016/j.ipm.2021.102618,,1.0
"['Knowledge Distillation', 'Model Compression', 'Neural Architecture Search', 'Quantization']",['Knowledge Distillation'],scientometrics,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],International Journal of Computer Vision,2020.0,10.1007/s11263-021-01453-z,32.0,Article,2022.0,10.1007/s11192-022-04462-y,,2.0
"['Knowledge Distillation', 'Model Compression', 'Neural Architecture Search', 'Quantization']",['Knowledge Distillation'],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],International Journal of Computer Vision,2020.0,10.1007/s11263-021-01453-z,10.0,Article,2022.0,10.1016/j.ipm.2022.102875,,2.0
"['Knowledge Distillation', 'Model Compression', 'Neural Architecture Search', 'Quantization']",['Knowledge Distillation'],journal of the american medical informatics association,0.0,"['Computer Science', 'Mathematics']",['Computer Science'],International Journal of Computer Vision,2020.0,10.1007/s11263-021-01453-z,21.0,Article,2021.0,10.1093/jamia/ocab229,,1.0
"['Knowledge Distillation', 'Model Compression', 'Neural Architecture Search', 'Quantization']",['Knowledge Distillation'],data technologies and applications,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],International Journal of Computer Vision,2020.0,10.1007/s11263-021-01453-z,52.0,Article,2022.0,10.1108/dta-06-2021-0167,,2.0
"['Opinion Mining', 'Sentiment Analysis', 'Stance Detection']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2021.102597,10.0,Article,2022.0,10.1016/j.ipm.2021.102811,,2.0
"['Opinion Mining', 'Sentiment Analysis', 'Stance Detection']",[],government information quarterly,0.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2021.102597,8.0,Article,2022.0,10.1016/j.giq.2021.101658,,2.0
"['Opinion Mining', 'Sentiment Analysis', 'Stance Detection']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2021.102597,10.0,Article,2022.0,10.1016/j.ipm.2022.103070,,2.0
"['Classification', 'General Classification']",[],international journal of geographical information science,2.0,"['Computer Science', 'Physics', 'Mathematics']",['Computer Science'],IEEE Transactions on Intelligent Transportation Systems,2019.0,10.1109/tits.2018.2817658,27.0,Article,2021.0,10.1080/13658816.2021.1901904,,2.0
[],[],data technologies and applications,2.0,['Computer Science'],['Computer Science'],,2020.0,10.1007/978-3-030-62466-8_41,52.0,Article,2022.0,10.1108/dta-09-2021-0261,,2.0
[],[],journal of informetrics,2.0,['Computer Science'],['Computer Science'],Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,2020.0,10.1145/3397271.3401235,18.0,Article,2022.0,10.1016/j.joi.2022.101290,,2.0
['Misinformation'],[],social science computer review,0.0,"['Computer Science', 'Physics']",['Computer Science'],Proceedings of the 29th ACM International Conference on Information & Knowledge Management,2020.0,10.1145/3340531.3412698,19.0,Article; Early Access,2022.0,10.1177/08944393211073733,,2.0
['Misinformation'],[],information processing & management,2.0,"['Computer Science', 'Physics']",['Computer Science'],Proceedings of the 29th ACM International Conference on Information & Knowledge Management,2020.0,10.1145/3340531.3412698,10.0,Article,2021.0,10.1016/j.ipm.2021.102685,,1.0
['Misinformation'],[],scientometrics,2.0,"['Computer Science', 'Physics']",['Computer Science'],Proceedings of the 29th ACM International Conference on Information & Knowledge Management,2020.0,10.1145/3340531.3412698,32.0,Article,2022.0,10.1007/s11192-022-04519-y,,2.0
"['Conversational Search', 'Information Retrieval', 'Question Selection', 'Representation Learning', 'Retrieval']","['Linear Layer', 'Absolute Position Encodings', 'Position-Wise Feed-Forward Layer', 'Residual Connection', 'Label Smoothing', 'Multi-Head Attention', 'Adam', 'ReLU', 'Dropout', 'BPE', 'Dense Connections', 'Layer Normalization', 'Softmax', 'Scaled Dot-Product Attention', 'Transformer']",journal of the association for information science and technology,2.0,['Computer Science'],['Computer Science'],Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,2020.0,10.1145/3397271.3401061,39.0,Article,2022.0,10.1002/asi.24562,,2.0
"['Conversational Search', 'Information Retrieval', 'Question Selection', 'Representation Learning', 'Retrieval']","['Linear Layer', 'Absolute Position Encodings', 'Position-Wise Feed-Forward Layer', 'Residual Connection', 'Label Smoothing', 'Multi-Head Attention', 'Adam', 'ReLU', 'Dropout', 'BPE', 'Dense Connections', 'Layer Normalization', 'Softmax', 'Scaled Dot-Product Attention', 'Transformer']",information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,2020.0,10.1145/3397271.3401061,10.0,Article,2022.0,10.1016/j.ipm.2022.103051,,2.0
['BIG-bench Machine Learning'],"['Graph Convolutional Networks', 'GCN']",information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],IEEE Transactions on Intelligent Transportation Systems,2020.0,10.1109/tits.2020.3011799,10.0,Article,2022.0,10.1016/j.ipm.2022.102983,,2.0
[],['Memory Network'],journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2020.0,10.1145/3394486.3403123,21.0,Review,2021.0,10.1093/jamia/ocab228,,1.0
"['Decision Making', 'Recommendation Systems']",[],ethics and information technology,0.0,,['Computer Science'],User Modeling and User-Adapted Interaction,2017.0,10.1007/s11257-017-9195-0,22.0,Article,2022.0,10.1007/s10676-022-09623-4,,5.0
"['Decision Making', 'Recommendation Systems']",[],information technology and libraries,1.0,,['Computer Science'],User Modeling and User-Adapted Interaction,2017.0,10.1007/s11257-017-9195-0,62.0,Article,2022.0,10.6017/ital.v41i2.14683,,5.0
"['Information Retrieval', 'Link Prediction', 'Relational Reasoning', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Machine Learning,2013.0,10.1007/s10994-013-5363-6,10.0,Article,2021.0,10.1016/j.ipm.2021.102721,,8.0
"['Federated Learning', 'Privacy Preserving']",[],journal of organizational and end user computing,0.0,"['Computer Science', 'Mathematics']",['Computer Science'],IEEE Communications Letters,2020.0,10.1109/lcomm.2020.3003693,24.0,Article,2022.0,10.4018/joeuc.313194,,2.0
"['Astronomy', 'Management']",[],journal of the association for information science and technology,2.0,"['Computer Science', 'Political Science']",['Physics'],Proceedings of the Association for Information Science and Technology,2020.0,10.1002/pra2.276,39.0,Article,2022.0,10.1002/asi.24687,,2.0
"['Astronomy', 'Management']",[],scientometrics,2.0,"['Computer Science', 'Political Science']",['Physics'],Proceedings of the Association for Information Science and Technology,2020.0,10.1002/pra2.276,32.0,Article,2022.0,10.1007/s11192-021-04253-x,,2.0
['BIG-bench Machine Learning'],[],mis quarterly,0.0,"['Computer Science', 'Engineering']",['Computer Science'],Journal of Ambient Intelligence and Humanized Computing,2020.0,10.1007/s12652-020-02210-9,7.0,Article,2022.0,10.25300/misq/2022/15763,,2.0
"['Decision Making', 'Recommendation Systems', 'reinforcement-learning', 'Reinforcement Learning (RL)', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,2020.0,10.1145/3397271.3401174,10.0,Article,2022.0,10.1016/j.ipm.2021.102856,,2.0
[],[],journal of the association for information science and technology,2.0,['Computer Science'],['Computer Science'],Proceedings of the 29th ACM International Conference on Information & Knowledge Management,2020.0,10.1145/3340531.3412772,39.0,Article,2022.0,10.1002/asi.24562,,2.0
"['Dependency Parsing', 'Semantic Parsing']",[],information processing & management,2.0,['Computer Science'],"['Computer Science', 'Linguistics']",Science China Technological Sciences,2020.0,10.1007/s11431-020-1666-4,10.0,Article,2022.0,10.1016/j.ipm.2022.102992,,2.0
['point of interests'],[],international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],IEEE Transactions on Knowledge and Data Engineering,2017.0,10.1109/tkde.2018.2807840,27.0,Article,2022.0,10.1080/13658816.2022.2044484,,5.0
['point of interests'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],IEEE Transactions on Knowledge and Data Engineering,2017.0,10.1109/tkde.2018.2807840,10.0,Article,2020.0,10.1016/j.ipm.2020.102375,,3.0
['point of interests'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],IEEE Transactions on Knowledge and Data Engineering,2017.0,10.1109/tkde.2018.2807840,10.0,Article,2020.0,10.1016/j.ipm.2020.102312,,3.0
['point of interests'],[],social science computer review,0.0,['Computer Science'],['Computer Science'],IEEE Transactions on Knowledge and Data Engineering,2017.0,10.1109/tkde.2018.2807840,19.0,Article,2020.0,10.1177/0894439318822007,,3.0
['point of interests'],[],international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],IEEE Transactions on Knowledge and Data Engineering,2017.0,10.1109/tkde.2018.2807840,27.0,Article,2021.0,10.1080/13658816.2020.1764003,,4.0
['point of interests'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],IEEE Transactions on Knowledge and Data Engineering,2017.0,10.1109/tkde.2018.2807840,10.0,Article,2019.0,10.1016/j.ipm.2019.02.013,,2.0
"['Active Learning', 'BIG-bench Machine Learning']",[],journal of information technology,0.0,['Computer Science'],['Computer Science'],Nature Machine Intelligence,2020.0,10.1038/s42256-020-00287-7,12.0,Article,2022.0,10.1177/02683962211048201,,2.0
"['Information Retrieval', 'Machine Translation', 'Retrieval', 'Semantic Similarity', 'Semantic Textual Similarity', 'text-classification', 'Text Classification', 'Translation', 'Word Sense Disambiguation']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2020.0,10.1016/j.knosys.2020.106565,10.0,Article,2022.0,10.1016/j.ipm.2021.102746,,2.0
"['Machine Reading Comprehension', 'Reading Comprehension']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2020.0,10.3390/app10217640,10.0,Article,2022.0,10.1016/j.ipm.2022.103068,,2.0
[],[],international journal of geographical information science,2.0,['Computer Science'],['Environmental Science'],ArXiv,2020.0,10.1016/j.isprsjprs.2020.09.011,27.0,Review,2022.0,10.1080/13658816.2022.2048835,,2.0
"['Domain Adaptation', 'Object Recognition']",[],information processing & management,2.0,"['Computer Science', 'Mathematics', 'Medicine']",['Computer Science'],IEEE Transactions on Neural Networks and Learning Systems,2020.0,10.1109/tnnls.2021.3119965,10.0,Article,2022.0,10.1016/j.ipm.2022.103085,,2.0
['Recommendation Systems'],[],online information review,2.0,"['Computer Science', 'Psychology', 'Engineering']",['Computer Science'],ArXiv,2016.0,10.1007/978-3-319-52569-3_14,43.0,Article,2018.0,10.1108/oir-01-2017-0023,,2.0
['Transfer Learning'],[],mis quarterly,0.0,"['Medicine', 'Computer Science', 'Engineering']",['Computer Science'],Computer methods and programs in biomedicine,2020.0,10.1016/j.cmpb.2020.105874,7.0,Article,2022.0,10.25300/misq/2022/15763,,2.0
"['Click-Through Rate Prediction', 'Recommendation Systems']","['Wide&Deep', 'Logistic Regression']",information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,2020.0,10.1145/3397271.3401304,10.0,Review,2022.0,10.1016/j.ipm.2021.102853,,2.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2020.0,10.1016/j.ipm.2020.102348,10.0,Article,2022.0,10.1016/j.ipm.2021.102812,,2.0
"['Language Modelling', 'named-entity-recognition', 'Named Entity Recognition', 'Named Entity Recognition (NER)', 'NER', 'Weakly-Supervised Named Entity Recognition']","['Linear Layer', 'Weight Decay', 'Softmax', 'Adam', 'Multi-Head Attention', 'Dropout', 'GELU', 'Attention Dropout', 'Linear Warmup With Linear Decay', 'Dense Connections', 'Layer Normalization', 'Scaled Dot-Product Attention', 'WordPiece', 'Residual Connection', 'BERT']",information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2020.0,10.1145/3394486.3403149,10.0,Article,2022.0,10.1016/j.ipm.2022.102957,,2.0
"['Language Modelling', 'named-entity-recognition', 'Named Entity Recognition', 'Named Entity Recognition (NER)', 'NER', 'Weakly-Supervised Named Entity Recognition']","['Linear Layer', 'Weight Decay', 'Softmax', 'Adam', 'Multi-Head Attention', 'Dropout', 'GELU', 'Attention Dropout', 'Linear Warmup With Linear Decay', 'Dense Connections', 'Layer Normalization', 'Scaled Dot-Product Attention', 'WordPiece', 'Residual Connection', 'BERT']",information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2020.0,10.1145/3394486.3403149,10.0,Article,2022.0,10.1016/j.ipm.2021.102753,,2.0
"['BIG-bench Machine Learning', 'Fairness', 'Navigate']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2021.102642,10.0,Article,2022.0,10.1016/j.ipm.2022.102925,,2.0
"['BIG-bench Machine Learning', 'Fairness', 'Navigate']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2021.102642,10.0,Editorial Material,2022.0,10.1016/j.ipm.2021.102791,,2.0
"['BIG-bench Machine Learning', 'Fairness', 'Navigate']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Inf. Process. Manag.,2020.0,10.1016/j.ipm.2021.102642,10.0,Article,2022.0,10.1016/j.ipm.2022.103103,,2.0
"['Drug Discovery', 'Explainable artificial intelligence']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']","['Computer Science', 'Biology']",Nature Machine Intelligence,2020.0,10.1038/s42256-020-00236-4,10.0,Article,2022.0,10.1016/j.ipm.2022.102988,,2.0
"['Drug Discovery', 'Explainable artificial intelligence']",[],mis quarterly,0.0,"['Computer Science', 'Mathematics']","['Computer Science', 'Biology']",Nature Machine Intelligence,2020.0,10.1038/s42256-020-00236-4,7.0,Article,2021.0,10.25300/misq/2021/16543,,1.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2020.0,10.1145/3394486.3403258,10.0,Article,2022.0,10.1016/j.ipm.2021.102856,,2.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2020.0,10.1145/3394486.3403258,10.0,Article,2021.0,10.1016/j.ipm.2021.102659,,1.0
['Recommendation Systems'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2020.0,10.1145/3394486.3403258,10.0,Article,2022.0,10.1016/j.ipm.2022.103067,,2.0
"['Collaborative Filtering', 'Disentanglement']",['Interpretability'],electronic library,1.0,['Computer Science'],['Computer Science'],Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,2020.0,10.1145/3397271.3401137,56.0,Article,2022.0,10.1108/el-06-2022-0141,,2.0
"['Collaborative Filtering', 'Disentanglement']",['Interpretability'],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,2020.0,10.1145/3397271.3401137,10.0,Article,2022.0,10.1016/j.ipm.2022.103072,,2.0
"['Cross-Lingual Transfer', 'Machine Translation', 'Reading Comprehension', 'Translation']","['Linear Layer', 'Multi-Head Attention', 'Residual Connection', 'Scaled Dot-Product Attention', 'Attention Dropout', 'Weight Decay', 'Adam', 'Softmax', 'WordPiece', 'Dense Connections', 'Layer Normalization', 'GELU', 'Linear Warmup With Linear Decay', 'Dropout', 'BERT']",data technologies and applications,2.0,['Computer Science'],['Computer Science'],ArXiv,2020.0,10.1007/978-3-030-58323-1_18,52.0,Article,2021.0,10.1108/dta-12-2020-0312,,1.0
['whole slide images'],[],journal of the american medical informatics association,0.0,"['Engineering', 'Computer Science', 'Biology']",['Computer Science'],,2020.0,10.1007/978-3-030-59722-1_52,21.0,Article,2021.0,10.1093/jamia/ocab085,,1.0
"['Anomaly Detection', 'Outlier Detection']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],ACM Computing Surveys (CSUR),2020.0,10.1145/3439950,10.0,Article,2022.0,10.1016/j.ipm.2021.102839,,2.0
"['Retrieval', 'Video Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,2020.0,10.1145/3397271.3401151,10.0,Article,2022.0,10.1016/j.ipm.2022.102870,,2.0
['General Classification'],['Graph Convolutional Networks'],information processing & management,2.0,"['Computer Science', 'Engineering']",['Computer Science'],Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2020.0,10.1145/3394486.3403177,10.0,Article,2022.0,10.1016/j.ipm.2022.102916,,2.0
['General Classification'],['Graph Convolutional Networks'],information processing & management,2.0,"['Computer Science', 'Engineering']",['Computer Science'],Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2020.0,10.1145/3394486.3403177,10.0,Article,2022.0,10.1016/j.ipm.2022.102902,,2.0
[],[],information processing & management,2.0,['Computer Science'],"['Computer Science', 'Law']",Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval,2020.0,10.1145/3397271.3401191,10.0,Article,2022.0,10.1016/j.ipm.2022.103069,,2.0
[],[],journal of the australian library and information association,1.0,"['Computer Science', 'Sociology', 'Mathematics']",['Art'],Philosophy & Technology,2020.0,10.1007/s13347-020-00405-8,69.0,Article,2022.0,10.1080/24750158.2022.2081111,,2.0
[],[],information systems journal,0.0,"['Computer Science', 'Sociology', 'Mathematics']",['Art'],Philosophy & Technology,2020.0,10.1007/s13347-020-00405-8,6.0,Article,2022.0,10.1111/isj.12370,,2.0
[],[],telematics and informatics,0.0,"['Computer Science', 'Sociology', 'Mathematics']",['Art'],Philosophy & Technology,2020.0,10.1007/s13347-020-00405-8,11.0,Article,2021.0,10.1016/j.tele.2021.101607,,1.0
"['Knowledge Graphs', 'Recommendation Systems', 'Text Generation']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2020.0,10.1145/3394486.3403143,10.0,Article,2022.0,10.1016/j.ipm.2022.103067,,2.0
['BIG-bench Machine Learning'],[],information processing & management,2.0,"['Computer Science', 'Engineering']",['Computer Science'],Neural Computing and Applications,2020.0,10.1007/s00521-020-04874-y,10.0,Article,2022.0,10.1016/j.ipm.2022.102871,,2.0
[],[],information processing & management,2.0,"['Computer Science', 'Political Science']",['Economics'],Communications of the ACM,2020.0,10.1145/3409116,10.0,Article,2022.0,10.1016/j.ipm.2022.103012,,2.0
[],[],social science computer review,0.0,"['Computer Science', 'Political Science']",['Economics'],Communications of the ACM,2020.0,10.1145/3409116,19.0,Article; Early Access,2022.0,10.1177/08944393211073733,,2.0
[],[],online information review,2.0,"['Computer Science', 'Political Science']",['Economics'],Communications of the ACM,2020.0,10.1145/3409116,43.0,Article,2022.0,10.1108/oir-06-2021-0336,,2.0
[],[],information processing & management,2.0,"['Computer Science', 'Political Science']",['Economics'],Communications of the ACM,2020.0,10.1145/3409116,10.0,Article,2021.0,10.1016/j.ipm.2021.102685,,1.0
[],[],social science computer review,0.0,"['Computer Science', 'Political Science']",['Economics'],Communications of the ACM,2020.0,10.1145/3409116,19.0,Article,2022.0,10.1177/08944393211012268,,2.0
['Benchmarking'],[],international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],Transactions in GIS,2019.0,10.1111/tgis.12579,27.0,Article,2022.0,10.1080/13658816.2021.1987441,,3.0
['BIG-bench Machine Learning'],[],international journal of geographical information science,2.0,"['Computer Science', 'Engineering']",['Environmental Science'],IEEE Geoscience and Remote Sensing Magazine,2020.0,10.1109/mgrs.2020.2994107,27.0,Article,2021.0,10.1080/13658816.2021.1919682,,1.0
['Stance Detection'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1007/978-3-030-28577-7_4,10.0,Article,2021.0,10.1016/j.ipm.2021.102597,,2.0
['graph partitioning'],['Spectral Clustering'],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],SIAM J. Math. Data Sci.,2020.0,10.1137/20m1352193,10.0,Article,2022.0,10.1016/j.ipm.2022.103003,,2.0
"['Computed Tomography (CT)', 'Federated Learning']","['Concatenated Skip Connection', 'Dense Block', '1x1 Convolution', 'Dense Connections', 'Dropout', 'Batch Normalization', 'Residual Connection', 'Softmax', 'ReLU', 'Bottleneck Residual Block', 'DenseNet', 'Max Pooling', 'Average Pooling', 'Convolution', 'Residual Block', 'Global Average Pooling', 'Kaiming Initialization', 'ResNet']",journal of organizational and end user computing,0.0,"['Computer Science', 'Engineering', 'Medicine']",['Computer Science'],Ieee Sensors Journal,2020.0,10.1109/jsen.2021.3076767,24.0,Article,2022.0,10.4018/joeuc.313194,,2.0
['Question Answering'],[],international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],Proceedings of the 12th Workshop on Geographic Information Retrieval,2018.0,10.1145/3281354.3281362,27.0,Article,2022.0,10.1080/13658816.2020.1869977,,4.0
"['Depth Estimation', 'Monocular Depth Estimation', 'Semantic Segmentation']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2020.0,10.1007/978-3-030-58565-5_35,10.0,Article,2022.0,10.1016/j.ipm.2021.102840,,2.0
[],[],international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],ArXiv,2020.0,10.1016/j.isprsjprs.2020.07.003,27.0,Review,2022.0,10.1080/13658816.2022.2048835,,2.0
"['AutoML', 'Click-Through Rate Prediction', 'Recommendation Systems']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proceedings of the 14th ACM Conference on Recommender Systems,2020.0,10.1145/3383313.3411529,10.0,Review,2022.0,10.1016/j.ipm.2021.102853,,2.0
"['Anomaly Detection', 'Meta-Learning']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2020.0,10.1007/978-3-030-58558-7_8,10.0,Article,2022.0,10.1016/j.ipm.2022.102983,,2.0
"['object-detection', 'Object Detection']",[],international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],International Journal of Geographical Information Science,2020.0,10.1080/13658816.2019.1696968,27.0,Article,2021.0,10.1080/13658816.2020.1845702,,1.0
"['Machine Translation', 'Natural Language Inference', 'Question Answering', 'Text Generation', 'Translation']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2009.0,10.1613/jair.2985,10.0,Article,2020.0,10.1016/j.ipm.2019.102183,,11.0
"['Machine Translation', 'Natural Language Inference', 'Question Answering', 'Text Generation', 'Translation']",[],journal of information science,2.0,['Computer Science'],['Computer Science'],ArXiv,2009.0,10.1613/jair.2985,30.0,Article,2020.0,10.1177/0165551519827896,,11.0
"['Machine Translation', 'Natural Language Inference', 'Question Answering', 'Text Generation', 'Translation']",[],journal of the association for information science and technology,2.0,['Computer Science'],['Computer Science'],ArXiv,2009.0,10.1613/jair.2985,39.0,Article,2018.0,10.1002/asi.24007,,9.0
"['BIG-bench Machine Learning', 'Decision Making', 'Fairness']",[],journal of the american medical informatics association,0.0,"['Mathematics', 'Computer Science', 'Medicine']",['Psychology'],Journal of biomedical informatics,2020.0,10.1016/j.jbi.2020.103621,21.0,Article,2022.0,10.1093/jamia/ocac156,,2.0
['Semantic Segmentation'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2020.0,10.1007/978-3-030-58520-4_26,10.0,Article,2022.0,10.1016/j.ipm.2021.102840,,2.0
"['Anomaly Detection', 'Federated Learning', 'Time Series Analysis']","['Tanh Activation', 'Sigmoid Activation', 'LSTM']",information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],IEEE Internet of Things Journal,2020.0,10.1109/jiot.2020.3011726,10.0,Article,2022.0,10.1016/j.ipm.2021.102839,,2.0
